date,recession_label,iip_growth_pct,cpi_yoy_pct,gdp_growth_pct,repo_rate_pct,yield_spread_bps,credit_growth_yoy_pct,unemployment_rate_pct,sentiment_score,iip_3m_rolling_avg,cpi_momentum_3m,repo_rate_change,gdp_lag1q,iip_lag1m,yield_spread_lag1,year,month,fiscal_year,finbert_composite,sent_mpc,sent_budget,sent_rbi_governor,sent_econ_survey,ft_composite,ft_mpc,ft_budget,ft_rbi_governor,ft_econ_survey
2020-04-01,1,-57.3,7.22,-23.9,4.4,80.7,7.5,23.5,-0.72,-23.6,-0.3700000000000001,-0.75,4.3,-18.7,65.6,2020,April,FY21,-0.1137949999999999,-0.4523,0.2578,-0.0551,-0.1454,-0.11703499999999997,-0.4523,0.247,-0.0551,-0.1454
2020-05-01,1,-33.4,7.22,-23.9,4.4,95.1,7.5,23.5,-0.72,-36.46666666666667,-0.3700000000000001,0.0,4.3,-57.3,80.7,2020,May,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-06-01,1,-16.6,7.22,-23.9,4.0,89.6,7.5,23.5,-0.68,-35.766666666666666,-0.3700000000000001,-0.4000000000000003,4.3,-33.4,95.1,2020,June,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-07-01,1,-10.5,6.93,-7.4,4.0,87.9,6.8,11.0,-0.68,-20.166666666666668,-0.29,0.0,-23.9,-16.6,89.6,2020,July,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-08-01,1,-7.1,6.93,-7.4,4.0,88.1,6.8,11.0,-0.68,-11.4,-0.29,0.0,-23.9,-10.5,87.9,2020,August,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-09-01,0,1.0,6.93,-7.4,4.0,173.2,6.8,11.0,-0.45,-5.533333333333334,-0.29,0.0,-23.9,-7.1,88.1,2020,September,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-10-01,0,4.5,7.61,0.5,4.0,165.8,7.2,7.0,-0.45,-0.5333333333333332,0.6800000000000006,0.0,-7.4,1.0,173.2,2020,October,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-11-01,0,-1.6,7.61,0.5,4.0,153.8,7.2,7.0,-0.3,1.3,0.6800000000000006,0.0,-7.4,4.5,165.8,2020,November,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2020-12-01,0,2.2,7.61,0.5,4.0,168.3,7.2,7.0,-0.3,1.7,0.6800000000000006,0.0,-7.4,-1.6,153.8,2020,December,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2021-01-01,0,-0.6,4.06,1.6,4.0,155.2,7.8,6.5,-0.3,3.700743415417188e-17,-3.5500000000000007,0.0,0.5,2.2,168.3,2021,January,FY21,-0.081175,-0.3591,0.2578,-0.0551,-0.1454,-0.08441499999999999,-0.3591,0.247,-0.0551,-0.1454
2021-02-01,0,-3.2,4.06,1.6,4.0,168.7,7.8,6.5,-0.3,-0.5333333333333333,-3.5500000000000007,0.0,0.5,-0.6,155.2,2021,February,FY21,0.0394149999999999,-0.0041,0.2456,-0.0551,-0.1454,0.038065,-0.0041,0.2411,-0.0551,-0.1454
2021-03-01,0,24.2,4.06,1.6,4.0,152.7,7.8,6.5,-0.3,6.8,-3.5500000000000007,0.0,0.5,-3.2,168.7,2021,March,FY21,0.0394149999999999,-0.0041,0.2456,-0.0551,-0.1454,0.038065,-0.0041,0.2411,-0.0551,-0.1454
2021-04-01,0,24.2,4.29,20.1,4.0,175.2,8.2,8.2,-0.3,10.5,0.2300000000000004,0.0,1.6,24.2,152.7,2021,April,FY22,0.138175,-0.0041,0.2456,0.4387,-0.1454,0.136825,-0.0041,0.2411,0.4387,-0.1454
2021-05-01,0,27.6,4.29,20.1,4.0,149.7,8.2,8.2,-0.25,25.9,0.2300000000000004,0.0,1.6,24.2,175.2,2021,May,FY22,0.138175,-0.0041,0.2456,0.4387,-0.1454,0.136825,-0.0041,0.2411,0.4387,-0.1454
2021-06-01,0,13.8,4.29,20.1,4.0,151.9,8.2,8.2,-0.25,20.700000000000003,0.2300000000000004,0.0,1.6,27.6,149.7,2021,June,FY22,0.138175,-0.0041,0.2456,0.4387,-0.1454,0.136825,-0.0041,0.2411,0.4387,-0.1454
2021-07-01,0,11.5,5.59,8.4,4.0,160.9,9.0,7.5,-0.25,17.633333333333336,1.2999999999999998,0.0,20.1,13.8,151.9,2021,July,FY22,0.138175,-0.0041,0.2456,0.4387,-0.1454,0.136825,-0.0041,0.2411,0.4387,-0.1454
2021-08-01,0,13.0,5.59,8.4,4.0,137.9,9.0,7.5,-0.25,12.766666666666666,1.2999999999999998,0.0,20.1,11.5,160.9,2021,August,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2021-09-01,0,4.4,5.59,8.4,4.0,149.9,9.0,7.5,0.1,9.633333333333333,1.2999999999999998,0.0,20.1,13.0,137.9,2021,September,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2021-10-01,0,4.2,4.48,5.4,4.0,158.1,9.8,7.0,0.1,7.2,-1.1099999999999994,0.0,8.4,4.4,149.9,2021,October,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2021-11-01,0,1.0,4.48,5.4,4.0,126.3,9.8,7.0,0.1,3.2000000000000006,-1.1099999999999994,0.0,8.4,4.2,158.1,2021,November,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2021-12-01,0,1.0,4.48,5.4,4.0,141.6,9.8,7.0,0.1,2.066666666666667,-1.1099999999999994,0.0,8.4,1.0,126.3,2021,December,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2022-01-01,0,1.5,6.01,4.1,4.0,139.6,10.5,6.8,0.1,1.1666666666666667,1.5299999999999994,0.0,5.4,1.0,141.6,2022,January,FY22,0.128165,-0.0327,0.2456,0.4387,-0.1454,0.126815,-0.0327,0.2411,0.4387,-0.1454
2022-02-01,0,1.7,6.01,4.1,4.0,142.1,10.5,6.8,0.1,1.4,1.5299999999999994,0.0,5.4,1.5,139.6,2022,February,FY22,0.158225,-0.0327,0.3458,0.4387,-0.1454,0.166205,-0.0327,0.3724,0.4387,-0.1454
2022-03-01,0,2.2,6.01,4.1,4.0,119.2,10.5,6.8,0.1,1.8,1.5299999999999994,0.0,5.4,1.7,142.1,2022,March,FY22,0.158225,-0.0327,0.3458,0.4387,-0.1454,0.166205,-0.0327,0.3724,0.4387,-0.1454
2022-04-01,0,6.3,7.79,13.1,4.0,98.0,11.2,7.2,0.1,3.4,1.7800000000000002,0.0,4.1,2.2,119.2,2022,April,FY23,0.067605,-0.0327,0.3458,-0.0144,-0.1454,0.07558500000000001,-0.0327,0.3724,-0.0144,-0.1454
2022-05-01,0,19.6,7.79,13.1,4.0,94.7,11.2,7.2,0.1,9.366666666666667,1.7800000000000002,0.0,4.1,6.3,98.0,2022,May,FY23,0.067605,-0.0327,0.3458,-0.0144,-0.1454,0.07558500000000001,-0.0327,0.3724,-0.0144,-0.1454
2022-06-01,0,12.6,7.79,13.1,4.4,120.5,11.2,7.2,-0.3,12.833333333333334,1.7800000000000002,0.4000000000000003,4.1,19.6,94.7,2022,June,FY23,0.067605,-0.0327,0.3458,-0.0144,-0.1454,0.07558500000000001,-0.0327,0.3724,-0.0144,-0.1454
2022-07-01,0,2.4,6.71,6.3,4.9,120.5,12.0,6.9,-0.35,11.533333333333331,-1.08,0.5,13.1,12.6,120.5,2022,July,FY23,0.067605,-0.0327,0.3458,-0.0144,-0.1454,0.07558500000000001,-0.0327,0.3724,-0.0144,-0.1454
2022-08-01,0,0.8,6.71,6.3,4.9,123.4,12.0,6.9,-0.35,5.266666666666667,-1.08,0.0,13.1,2.4,120.5,2022,August,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2022-09-01,0,3.5,6.71,6.3,5.4,125.7,12.0,6.9,-0.35,2.2333333333333334,-1.08,0.5,13.1,0.8,123.4,2022,September,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2022-10-01,0,4.2,6.77,4.4,5.9,105.6,13.0,7.1,-0.28,2.833333333333333,0.0599999999999996,0.5,6.3,3.5,125.7,2022,October,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2022-11-01,0,7.1,6.77,4.4,5.9,105.1,13.0,7.1,-0.28,4.933333333333334,0.0599999999999996,0.0,6.3,4.2,105.6,2022,November,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2022-12-01,0,4.7,6.77,4.4,5.9,119.9,13.0,7.1,-0.28,5.333333333333333,0.0599999999999996,0.0,6.3,7.1,105.1,2022,December,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2023-01-01,0,5.8,6.52,6.1,6.25,112.5,14.2,7.0,-0.28,5.866666666666667,-0.25,0.3499999999999996,4.4,4.7,119.9,2023,January,FY23,0.07548,-0.0102,0.3458,-0.0144,-0.1454,0.08346,-0.0102,0.3724,-0.0144,-0.1454
2023-02-01,0,6.0,6.52,6.1,6.25,115.1,14.2,7.0,-0.28,5.5,-0.25,0.0,4.4,5.8,112.5,2023,February,FY23,0.11235,-0.009,0.4673,-0.0144,-0.1454,0.09303,-0.009,0.4029,-0.0144,-0.1454
2023-03-01,0,1.9,6.52,6.1,6.5,91.3,14.2,7.0,-0.18,4.566666666666666,-0.25,0.25,4.4,6.0,115.1,2023,March,FY23,0.11235,-0.009,0.4673,-0.0144,-0.1454,0.09303,-0.009,0.4029,-0.0144,-0.1454
2023-04-01,0,4.6,4.7,7.8,6.5,108.1,15.0,6.8,-0.18,4.166666666666667,-1.82,0.0,6.1,1.9,91.3,2023,April,FY24,0.11609,-0.009,0.4673,0.0043,-0.1454,0.09677,-0.009,0.4029,0.0043,-0.1454
2023-05-01,0,5.7,4.7,7.8,6.5,90.2,15.0,6.8,-0.18,4.066666666666666,-1.82,0.0,6.1,4.6,108.1,2023,May,FY24,0.11609,-0.009,0.4673,0.0043,-0.1454,0.09677,-0.009,0.4029,0.0043,-0.1454
2023-06-01,0,4.0,4.7,7.8,6.5,106.3,15.0,6.8,-0.18,4.766666666666667,-1.82,0.0,6.1,5.7,90.2,2023,June,FY24,0.11609,-0.009,0.4673,0.0043,-0.1454,0.09677,-0.009,0.4029,0.0043,-0.1454
2023-07-01,0,6.2,7.44,7.6,6.5,108.7,15.8,6.5,-0.18,5.3,2.74,0.0,7.8,4.0,106.3,2023,July,FY24,0.11609,-0.009,0.4673,0.0043,-0.1454,0.09677,-0.009,0.4029,0.0043,-0.1454
2023-08-01,0,10.9,7.44,7.6,6.5,87.8,15.8,6.5,-0.18,7.033333333333334,2.74,0.0,7.8,6.2,108.7,2023,August,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2023-09-01,0,6.4,7.44,7.6,6.5,104.6,15.8,6.5,-0.05,7.833333333333333,2.74,0.0,7.8,10.9,87.8,2023,September,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2023-10-01,0,11.9,4.87,8.4,6.5,98.3,16.2,6.2,-0.05,9.733333333333333,-2.5700000000000003,0.0,7.6,6.4,104.6,2023,October,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2023-11-01,0,2.5,4.87,8.4,6.5,101.7,16.2,6.2,-0.05,6.933333333333334,-2.5700000000000003,0.0,7.6,11.9,98.3,2023,November,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2023-12-01,0,4.4,4.87,8.4,6.5,112.0,16.2,6.2,-0.05,6.266666666666667,-2.5700000000000003,0.0,7.6,2.5,101.7,2023,December,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2024-01-01,0,4.2,5.1,7.8,6.5,90.2,16.5,6.0,-0.05,3.7000000000000006,0.2299999999999995,0.0,8.4,4.4,112.0,2024,January,FY24,-0.069795,-0.5401,0.4673,0.0043,-0.1454,-0.08911500000000001,-0.5401,0.4029,0.0043,-0.1454
2024-02-01,0,5.6,5.1,7.8,6.5,85.0,16.5,6.0,-0.05,4.733333333333333,0.2299999999999995,0.0,8.4,4.2,90.2,2024,February,FY24,-0.0087899999999999,-0.2404,0.321,0.0043,-0.1454,-0.0052799999999999965,-0.2404,0.3327,0.0043,-0.1454
2024-03-01,0,5.5,5.1,7.8,6.5,83.6,16.5,6.0,0.05,5.1000000000000005,0.2299999999999995,0.0,8.4,5.6,85.0,2024,March,FY24,-0.0087899999999999,-0.2404,0.321,0.0043,-0.1454,-0.0052799999999999965,-0.2404,0.3327,0.0043,-0.1454
2024-04-01,0,5.2,4.83,6.7,6.5,84.5,16.8,5.8,0.05,5.433333333333334,-0.2699999999999996,0.0,7.8,5.5,83.6,2024,April,FY25,-0.0871899999999999,-0.2404,0.321,-0.3877,-0.1454,-0.08367999999999999,-0.2404,0.3327,-0.3877,-0.1454
2024-05-01,0,6.3,4.83,6.7,6.5,92.2,16.8,5.8,0.05,5.666666666666667,-0.2699999999999996,0.0,7.8,5.2,84.5,2024,May,FY25,-0.0871899999999999,-0.2404,0.321,-0.3877,-0.1454,-0.08367999999999999,-0.2404,0.3327,-0.3877,-0.1454
2024-06-01,0,4.9,4.83,6.7,6.5,96.9,16.8,5.8,0.05,5.466666666666666,-0.2699999999999996,0.0,7.8,6.3,92.2,2024,June,FY25,-0.0871899999999999,-0.2404,0.321,-0.3877,-0.1454,-0.08367999999999999,-0.2404,0.3327,-0.3877,-0.1454
2024-07-01,0,5.0,3.54,5.4,6.5,96.9,17.0,5.5,0.05,5.4,-1.29,0.0,6.7,4.9,96.9,2024,July,FY25,-0.0871899999999999,-0.2404,0.321,-0.3877,-0.1454,-0.08367999999999999,-0.2404,0.3327,-0.3877,-0.1454
2024-08-01,0,0.0,3.54,5.4,6.5,103.3,17.0,5.5,0.05,3.2999999999999994,-1.29,0.0,6.7,5.0,96.9,2024,August,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2024-09-01,0,3.2,3.54,5.4,6.5,96.1,17.0,5.5,0.05,2.733333333333333,-1.29,0.0,6.7,0.0,103.3,2024,September,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2024-10-01,0,3.7,6.21,6.4,6.5,111.7,16.5,5.2,0.05,2.3000000000000003,2.67,0.0,5.4,3.2,96.1,2024,October,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2024-11-01,0,5.0,6.21,6.4,6.5,95.8,16.5,5.2,0.1,3.966666666666667,2.67,0.0,5.4,3.7,111.7,2024,November,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2024-12-01,0,3.7,6.21,6.4,6.5,127.0,16.5,5.2,0.1,4.133333333333333,2.67,0.0,5.4,5.0,95.8,2024,December,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2025-01-01,0,5.2,4.26,6.5,6.5,107.6,15.2,5.0,0.1,4.633333333333334,-1.95,0.0,6.4,3.7,127.0,2025,January,FY25,-0.005535,-0.0071,0.321,-0.3877,-0.1454,-0.0020250000000000025,-0.0071,0.3327,-0.3877,-0.1454
2025-02-01,0,2.7,3.61,6.5,6.5,94.5,15.2,5.0,0.1,3.866666666666667,-1.95,0.0,6.4,5.2,107.6,2025,February,FY25,0.022305,-0.0071,0.4138,-0.3877,-0.1454,-0.0015749999999999965,-0.0071,0.3342,-0.3877,-0.1454
2025-03-01,0,3.9,3.34,6.5,6.25,94.2,15.2,5.0,-0.37,3.9333333333333336,-1.95,-0.25,6.4,2.7,94.5,2025,March,FY25,0.022305,-0.0071,0.4138,-0.3877,-0.1454,-0.0015749999999999965,-0.0071,0.3342,-0.3877,-0.1454
2025-04-01,0,2.6,3.16,7.4,6.25,111.6,14.5,4.9,-0.37,3.0666666666666664,-1.0999999999999996,0.0,6.5,3.9,94.2,2025,April,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-05-01,0,1.9,2.82,7.4,6.0,106.6,14.5,4.9,-0.2,2.8000000000000003,-0.79,-0.25,6.5,2.6,111.6,2025,May,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-06-01,0,1.5,2.1,7.4,6.0,118.1,14.5,4.9,-0.2,2.0,-1.2399999999999998,0.0,6.5,1.9,106.6,2025,June,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-07-01,0,4.3,2.24,7.0,5.5,117.9,14.0,4.8,0.23,2.5666666666666664,-0.92,-0.5,7.4,1.5,118.1,2025,July,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-08-01,0,4.1,2.12,7.0,5.5,114.7,14.0,4.8,0.23,3.2999999999999994,-0.6999999999999997,0.0,7.4,4.3,117.9,2025,August,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-09-01,0,4.6,2.08,7.0,5.5,109.3,14.0,4.8,-0.31,4.333333333333333,-0.02,0.0,7.4,4.1,114.7,2025,September,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-10-01,0,0.4,0.41,6.9,5.5,105.0,13.5,4.7,0.45,3.033333333333333,-1.8300000000000003,0.0,7.0,4.6,109.3,2025,October,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-11-01,0,0.4,1.2,6.9,5.5,118.1,13.5,4.7,0.45,2.5,-0.9200000000000002,0.0,7.0,0.4,105.0,2025,November,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2025-12-01,0,0.4,0.6,6.9,5.5,133.6,13.5,4.7,0.45,0.4,-1.48,0.0,7.0,0.4,118.1,2025,December,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2026-01-01,0,0.4,1.4,6.5,5.25,129.6,13.1,4.8,-0.89,0.4,0.99,-0.25,6.9,0.4,133.6,2026,January,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
2026-02-01,0,0.4,2.1,6.5,5.25,117.5,13.1,4.8,-0.89,0.4,0.9000000000000001,0.0,6.9,0.4,129.6,2026,February,FY26,0.087325,-0.0071,0.4138,-0.0626,-0.1454,0.063445,-0.0071,0.3342,-0.0626,-0.1454
