date,ml_prob,agent_score,final_score,status,actual,top_signals
2000-01-01,0.016,0.242,0.106,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2020-07-01,0.675,0.326,0.535,alert,1,CPI 6.9% above RBI's target band; IIP collapsed: -10.5%; 3-month avg negative: -20.17
2020-08-01,0.121,0.326,0.203,alert,1,CPI 6.9% above RBI's target band; IIP collapsed: -7.1%; 3-month avg negative: -11.40
2020-09-01,0.016,0.216,0.096,alert,1,CPI 6.9% above RBI's target band; 3-month avg negative: -5.53; Repo rate at historic low: 4.00%
2020-10-01,0.018,0.216,0.097,alert,1,CPI 7.6% above RBI's target band; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%
2020-11-01,0.01,0.238,0.101,alert,0,CPI 7.6% above RBI's target band; IIP contracting: -1.6%; Repo rate at historic low: 4.00%
2020-12-01,0.025,0.172,0.084,alert,0,CPI 7.6% above RBI's target band; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359
2021-01-01,0.044,0.246,0.125,alert,0,IIP contracting: -0.6%; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359
2021-02-01,0.036,0.23,0.114,alert,0,IIP contracting: -3.2%; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%
2021-03-01,0.03,0.04,0.034,normal,0,Repo rate at historic low: 4.00%
2021-04-01,0.007,0.04,0.02,normal,0,Repo rate at historic low: 4.00%
2021-05-01,0.006,0.04,0.02,normal,0,Repo rate at historic low: 4.00%
2021-06-01,0.016,0.04,0.026,normal,0,Repo rate at historic low: 4.00%
2021-07-01,0.012,0.094,0.045,watch,0,Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%
2021-08-01,0.009,0.094,0.043,watch,0,Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%
2021-09-01,0.022,0.094,0.051,watch,0,Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%
2021-10-01,0.157,0.04,0.11,alert,0,Repo rate at historic low: 4.00%
2021-11-01,0.087,0.04,0.068,watch,0,Repo rate at historic low: 4.00%
2021-12-01,0.07,0.04,0.058,watch,0,Repo rate at historic low: 4.00%
2022-01-01,0.079,0.166,0.114,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-02-01,0.841,0.246,0.603,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-03-01,0.919,0.166,0.618,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-04-01,0.188,0.166,0.179,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%
2022-05-01,0.062,0.166,0.104,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%
2022-06-01,0.088,0.166,0.119,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.40%
2022-07-01,0.206,0.072,0.152,alert,0,CPI 6.7% above RBI's target band
2022-08-01,0.078,0.072,0.075,alert,0,CPI 6.7% above RBI's target band
2022-09-01,0.882,0.072,0.558,alert,0,CPI 6.7% above RBI's target band
2022-10-01,0.025,0.072,0.044,watch,0,CPI 6.8% above RBI's target band
2022-11-01,0.079,0.072,0.076,alert,0,CPI 6.8% above RBI's target band
2022-12-01,0.051,0.072,0.059,watch,0,CPI 6.8% above RBI's target band
2023-01-01,0.039,0.072,0.052,watch,0,CPI 6.5% above RBI's target band
2023-02-01,0.902,0.072,0.57,alert,0,CPI 6.5% above RBI's target band
2023-03-01,0.053,0.072,0.06,watch,0,CPI 6.5% above RBI's target band
2023-04-01,0.053,0.0,0.032,normal,0,
2023-05-01,0.285,0.0,0.171,alert,0,
2023-06-01,0.012,0.0,0.007,normal,0,
2023-07-01,0.009,0.126,0.056,watch,0,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m)
2023-08-01,0.008,0.186,0.079,alert,0,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540
2023-09-01,0.006,0.186,0.078,alert,0,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540
2023-10-01,0.01,0.06,0.03,normal,0,MPC tone negative: sentiment=-0.540
2023-11-01,0.014,0.06,0.032,normal,0,MPC tone negative: sentiment=-0.540
2023-12-01,0.01,0.06,0.03,normal,0,MPC tone negative: sentiment=-0.540
2024-01-01,0.016,0.06,0.034,normal,0,MPC tone negative: sentiment=-0.540
2024-02-01,0.025,0.06,0.039,watch,0,MPC tone negative: sentiment=-0.240
2024-03-01,0.022,0.06,0.037,normal,0,MPC tone negative: sentiment=-0.240
2024-04-01,0.049,0.06,0.053,watch,0,MPC tone negative: sentiment=-0.240
2024-05-01,0.02,0.06,0.036,normal,0,MPC tone negative: sentiment=-0.240
2024-06-01,0.009,0.06,0.03,normal,0,MPC tone negative: sentiment=-0.240
2024-07-01,0.028,0.06,0.041,watch,0,MPC tone negative: sentiment=-0.240
2024-08-01,0.051,0.0,0.03,normal,0,
2024-09-01,0.074,0.0,0.045,watch,0,
2024-10-01,0.031,0.126,0.069,watch,0,CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m)
2024-11-01,0.023,0.126,0.064,watch,0,CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m)
2024-12-01,0.941,0.126,0.615,alert,0,CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m)
2025-01-01,0.946,0.0,0.568,alert,0,
2025-02-01,0.909,0.0,0.545,alert,0,
2025-03-01,0.483,0.0,0.29,alert,0,
2025-04-01,0.392,0.0,0.235,alert,0,
2025-05-01,0.073,0.0,0.044,watch,0,
2025-06-01,0.037,0.0,0.022,normal,0,
2025-07-01,0.017,0.0,0.01,normal,0,
2025-08-01,0.006,0.0,0.003,normal,0,
2025-09-01,0.005,0.0,0.003,normal,0,
2025-10-01,0.022,0.036,0.027,normal,0,Deflation risk: CPI at 0.4%
2025-11-01,0.026,0.036,0.03,normal,0,Deflation risk: CPI at 1.2%
2025-12-01,0.06,0.036,0.05,watch,0,Deflation risk: CPI at 0.6%
2026-01-01,0.211,0.036,0.141,alert,0,Deflation risk: CPI at 1.4%
2026-02-01,0.169,0.0,0.101,alert,0,
