date,ml_prob,agent_score,final_score,status,actual,top_signals,explanation
2010-04-01,0.004,0.165,0.069,watch,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-05-01,0.003,0.258,0.105,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-06-01,0.002,0.196,0.08,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-07-01,0.005,0.193,0.08,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-08-01,0.006,0.155,0.065,watch,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-09-01,0.003,0.218,0.089,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-10-01,0.004,0.188,0.078,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-11-01,0.005,0.169,0.071,watch,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-12-01,0.003,0.214,0.087,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-01-01,0.004,0.202,0.083,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-02-01,0.005,0.212,0.088,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-03-01,0.005,0.193,0.08,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-04-01,0.008,0.219,0.092,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-05-01,0.005,0.209,0.086,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-06-01,0.007,0.193,0.081,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-07-01,0.004,0.201,0.083,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-08-01,0.008,0.212,0.09,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-09-01,0.599,0.416,0.525,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-10-01,0.144,0.314,0.212,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-11-01,0.708,0.398,0.584,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-12-01,0.889,0.382,0.686,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-01-01,0.289,0.316,0.3,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-02-01,0.007,0.332,0.137,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-03-01,0.008,0.268,0.112,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-04-01,0.167,0.22,0.188,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-05-01,0.08,0.331,0.18,alert,0,CPI 10.4% above RBI's target band; India VIX elevated: 25.2; Rupee depreciating fast: 14.6% (3m),CPI 10.4% above RBI's target band; India VIX elevated: 25.2; Rupee depreciating fast: 14.6% (3m)
2012-06-01,0.02,0.26,0.116,alert,0,"CPI 10.4% above RBI's target band; Rupee depreciating fast: 9.1% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.91)","CPI 10.4% above RBI's target band; Rupee depreciating fast: 9.1% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.91)"
2012-07-01,0.386,0.258,0.334,alert,0,"CPI 9.9% above RBI's target band; Rupee depreciating fast: 5.5% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.84)","CPI 9.9% above RBI's target band; Rupee depreciating fast: 5.5% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.84)"
2012-08-01,0.288,0.254,0.275,alert,0,"CPI 9.9% above RBI's target band; IIP contracting: -0.1%; Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.85)","CPI 9.9% above RBI's target band; IIP contracting: -0.1%; Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.85)"
2012-09-01,0.006,0.255,0.105,alert,0,"CPI 9.9% above RBI's target band; IIP contracting: -1.0%; Feature pattern far outside normal range (AE pct=0.89, Mahalanobis pct=0.88)","CPI 9.9% above RBI's target band; IIP contracting: -1.0%; Feature pattern far outside normal range (AE pct=0.89, Mahalanobis pct=0.88)"
2012-10-01,0.013,0.213,0.093,alert,0,"CPI 9.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.95)","CPI 9.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.95)"
2012-11-01,0.006,0.261,0.108,alert,0,"CPI 9.8% above RBI's target band; IIP contracting: -1.7%; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.88)","CPI 9.8% above RBI's target band; IIP contracting: -1.7%; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.88)"
2012-12-01,0.006,0.202,0.084,alert,0,"CPI 9.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.86, Mahalanobis pct=0.91)","CPI 9.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.86, Mahalanobis pct=0.91)"
2013-01-01,0.003,0.242,0.099,alert,0,"CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.75, Mahalanobis pct=0.96)","CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.75, Mahalanobis pct=0.96)"
2013-02-01,0.007,0.249,0.104,alert,0,"CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.99)","CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.99)"
2013-03-01,0.189,0.258,0.217,alert,0,"CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=1.00)","CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m); Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=1.00)"
2013-04-01,0.035,0.193,0.098,alert,0,"CPI 9.4% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.86)","CPI 9.4% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.86)"
2013-05-01,0.163,0.185,0.172,alert,0,"CPI 9.4% above RBI's target band; Feature pattern moderately unusual (AE pct=0.95, Mahalanobis pct=0.62)","CPI 9.4% above RBI's target band; Feature pattern moderately unusual (AE pct=0.95, Mahalanobis pct=0.62)"
2013-06-01,0.986,0.294,0.709,alert,1,CPI 9.4% above RBI's target band; IIP contracting: -1.0%; Rupee depreciating fast: 9.7% (3m),"2013-06: elevated recession risk (P=70.9%). CPI 9.4% above RBI's target band IIP contracting: -1.0% Rupee depreciating fast: 9.7% (3m) Feature pattern moderately unusual (AE pct=0.94, Mahalanobis pct=0.67) Related policy commentary: [Budget Speech 2017-02] retreat from globalisation of goods, services and people, as pressures for protectionism are building up. These developments have the potential to aff... | [Budget Speech 2016-02] Annexes to Part B DirectTax 40 Indirect Tax 49 Other Legislative Amendments 71 Budget 2016-2017 Speech of Arun Jaitley Minister of Finance February 29..."
2013-07-01,0.991,0.249,0.694,alert,1,"CPI 9.6% above RBI's target band; Rupee depreciating fast: 12.1% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.78)","CPI 9.6% above RBI's target band; Rupee depreciating fast: 12.1% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.78)"
2013-08-01,0.638,0.334,0.516,alert,1,CPI 9.6% above RBI's target band; India VIX elevated: 27.8; Rupee depreciating fast: 16.5% (3m),CPI 9.6% above RBI's target band; India VIX elevated: 27.8; Rupee depreciating fast: 16.5% (3m)
2013-09-01,0.895,0.32,0.665,alert,1,CPI 9.6% above RBI's target band; India VIX elevated: 26.6; Rupee depreciating fast: 5.7% (3m),CPI 9.6% above RBI's target band; India VIX elevated: 26.6; Rupee depreciating fast: 5.7% (3m)
2013-10-01,0.034,0.169,0.088,alert,0,"CPI 10.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.56)","CPI 10.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.56)"
2013-11-01,0.023,0.207,0.097,alert,0,"CPI 10.1% above RBI's target band; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.86)","CPI 10.1% above RBI's target band; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.86)"
2013-12-01,0.013,0.206,0.09,alert,0,"CPI 10.1% above RBI's target band; Feature pattern far outside normal range (AE pct=0.93, Mahalanobis pct=0.89)","CPI 10.1% above RBI's target band; Feature pattern far outside normal range (AE pct=0.93, Mahalanobis pct=0.89)"
2014-01-01,0.043,0.187,0.1,alert,0,"CPI 8.8% above RBI's target band; Feature pattern moderately unusual (AE pct=0.85, Mahalanobis pct=0.73)","CPI 8.8% above RBI's target band; Feature pattern moderately unusual (AE pct=0.85, Mahalanobis pct=0.73)"
2014-02-01,0.006,0.211,0.088,alert,0,"CPI 8.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.92)","CPI 8.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.92)"
2014-03-01,0.019,0.215,0.097,alert,0,"CPI 8.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.94)","CPI 8.8% above RBI's target band; Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.94)"
2014-04-01,0.013,0.282,0.12,alert,0,"CPI 8.3% above RBI's target band; India VIX elevated: 30.6; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.94)","CPI 8.3% above RBI's target band; India VIX elevated: 30.6; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.94)"
2014-05-01,0.007,0.191,0.08,alert,0,"CPI 8.3% above RBI's target band; Feature pattern moderately unusual (AE pct=0.81, Mahalanobis pct=0.83)","CPI 8.3% above RBI's target band; Feature pattern moderately unusual (AE pct=0.81, Mahalanobis pct=0.83)"
2014-06-01,0.005,0.194,0.08,alert,0,"CPI 8.3% above RBI's target band; Feature pattern moderately unusual (AE pct=0.84, Mahalanobis pct=0.83)","CPI 8.3% above RBI's target band; Feature pattern moderately unusual (AE pct=0.84, Mahalanobis pct=0.83)"
2014-07-01,0.008,0.189,0.08,alert,0,"CPI 7.2% above RBI's target band; Feature pattern moderately unusual (AE pct=0.83, Mahalanobis pct=0.79)","CPI 7.2% above RBI's target band; Feature pattern moderately unusual (AE pct=0.83, Mahalanobis pct=0.79)"
2014-08-01,0.037,0.153,0.083,alert,0,CPI 7.2% above RBI's target band; Feature pattern typical of normal months,CPI 7.2% above RBI's target band; Feature pattern typical of normal months
2014-09-01,0.05,0.172,0.099,alert,0,"CPI 7.2% above RBI's target band; Feature pattern moderately unusual (AE pct=0.85, Mahalanobis pct=0.55)","CPI 7.2% above RBI's target band; Feature pattern moderately unusual (AE pct=0.85, Mahalanobis pct=0.55)"
2014-10-01,0.079,0.106,0.09,alert,0,"Feature pattern moderately unusual (AE pct=0.72, Mahalanobis pct=0.61)","Feature pattern moderately unusual (AE pct=0.72, Mahalanobis pct=0.61)"
2014-11-01,0.034,0.12,0.069,watch,0,"Feature pattern moderately unusual (AE pct=0.83, Mahalanobis pct=0.66)","Feature pattern moderately unusual (AE pct=0.83, Mahalanobis pct=0.66)"
2014-12-01,0.098,0.111,0.103,alert,0,"Feature pattern moderately unusual (AE pct=0.70, Mahalanobis pct=0.68)","Feature pattern moderately unusual (AE pct=0.70, Mahalanobis pct=0.68)"
2015-01-01,0.045,0.102,0.068,watch,0,Feature pattern typical of normal months,Feature pattern typical of normal months
2015-02-01,0.019,0.107,0.054,watch,0,"Feature pattern moderately unusual (AE pct=0.56, Mahalanobis pct=0.78)","Feature pattern moderately unusual (AE pct=0.56, Mahalanobis pct=0.78)"
2015-03-01,0.025,0.122,0.064,watch,0,"Feature pattern moderately unusual (AE pct=0.73, Mahalanobis pct=0.79)","Feature pattern moderately unusual (AE pct=0.73, Mahalanobis pct=0.79)"
2015-04-01,0.028,0.15,0.077,alert,0,"Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=0.95)","Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=0.95)"
2015-05-01,0.096,0.142,0.114,alert,0,"Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.89)","Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.89)"
2015-06-01,0.042,0.139,0.081,alert,0,"Feature pattern far outside normal range (AE pct=0.87, Mahalanobis pct=0.86)","Feature pattern far outside normal range (AE pct=0.87, Mahalanobis pct=0.86)"
2015-07-01,0.046,0.143,0.085,alert,0,"Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.88)","Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.88)"
2015-08-01,0.019,0.137,0.066,watch,0,"Feature pattern far outside normal range (AE pct=0.86, Mahalanobis pct=0.85)","Feature pattern far outside normal range (AE pct=0.86, Mahalanobis pct=0.85)"
2015-09-01,0.101,0.13,0.113,alert,0,"Feature pattern moderately unusual (AE pct=0.79, Mahalanobis pct=0.83)","Feature pattern moderately unusual (AE pct=0.79, Mahalanobis pct=0.83)"
2015-10-01,0.016,0.256,0.112,alert,0,"Inflation accelerating +1.31% (3m); Emergency rate cut: -0.75%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Inflation accelerating +1.31% (3m); Emergency rate cut: -0.75%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2015-11-01,0.038,0.203,0.104,alert,0,"Inflation accelerating +1.31% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.98)","Inflation accelerating +1.31% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.98)"
2015-12-01,0.009,0.203,0.087,alert,0,"Inflation accelerating +1.31% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.98)","Inflation accelerating +1.31% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.98)"
2016-01-01,0.022,0.158,0.076,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2016-02-01,0.014,0.209,0.092,alert,0,"Nifty 50 selloff: -11.9% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","Nifty 50 selloff: -11.9% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2016-03-01,0.006,0.158,0.067,watch,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2016-04-01,0.105,0.128,0.114,alert,0,"Feature pattern moderately unusual (AE pct=0.78, Mahalanobis pct=0.82)","Feature pattern moderately unusual (AE pct=0.78, Mahalanobis pct=0.82)"
2016-05-01,0.011,0.159,0.07,watch,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2016-06-01,0.01,0.135,0.06,watch,0,"Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)","Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)"
2016-07-01,0.003,0.194,0.079,alert,0,"CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)","CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)"
2016-08-01,0.009,0.195,0.083,alert,0,"CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)","CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)"
2016-09-01,0.013,0.192,0.084,alert,0,"CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.85)","CPI 6.1% above RBI's target band; Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.85)"
2016-10-01,0.043,0.128,0.077,alert,0,"Feature pattern moderately unusual (AE pct=0.75, Mahalanobis pct=0.85)","Feature pattern moderately unusual (AE pct=0.75, Mahalanobis pct=0.85)"
2016-11-01,0.774,0.133,0.518,alert,1,"Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.86)","Feature pattern moderately unusual (AE pct=0.80, Mahalanobis pct=0.86)"
2016-12-01,0.744,0.134,0.5,alert,1,"Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)","Feature pattern moderately unusual (AE pct=0.82, Mahalanobis pct=0.86)"
2017-01-01,0.898,0.138,0.594,alert,1,"Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.90)","2017-01: elevated recession risk (P=59.4%). Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.90) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Budget Speech 2017-02] billion US Dollars as on 20th January, 5 2017, which represents a comfortable cover for about 12 months of imports. 8. The Government has also continu..."
2017-02-01,0.597,0.151,0.418,alert,1,"Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=0.96)","Feature pattern far outside normal range (AE pct=0.92, Mahalanobis pct=0.96)"
2017-03-01,0.019,0.149,0.071,watch,0,"Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.96)","Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.96)"
2017-04-01,0.018,0.148,0.07,watch,0,"Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.96)","Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.96)"
2017-05-01,0.017,0.135,0.064,watch,0,"Feature pattern moderately unusual (AE pct=0.74, Mahalanobis pct=0.95)","Feature pattern moderately unusual (AE pct=0.74, Mahalanobis pct=0.95)"
2017-06-01,0.02,0.195,0.09,alert,0,"IIP contracting: -0.3%; Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.95)","IIP contracting: -0.3%; Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.95)"
2017-07-01,0.019,0.145,0.07,watch,0,"Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.91)","Feature pattern far outside normal range (AE pct=0.91, Mahalanobis pct=0.91)"
2017-08-01,0.022,0.157,0.076,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.96)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.96)"
2017-09-01,0.023,0.146,0.072,watch,0,"Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.95)","Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.95)"
2017-10-01,0.049,0.189,0.105,alert,0,"Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.93)","Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.93)"
2017-11-01,0.012,0.199,0.086,alert,0,"Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.96)","Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.96)"
2017-12-01,0.025,0.205,0.097,alert,0,"Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Inflation accelerating +1.22% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2018-01-01,0.005,0.204,0.085,alert,0,"Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-02-01,0.004,0.202,0.083,alert,0,"Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.97)","Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.97)"
2018-03-01,0.006,0.187,0.078,alert,0,"Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.95)","Inflation accelerating +1.49% (3m); Feature pattern far outside normal range (AE pct=0.82, Mahalanobis pct=0.95)"
2018-04-01,0.019,0.159,0.075,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-05-01,0.033,0.156,0.082,alert,0,"Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.99)"
2018-06-01,0.098,0.2,0.139,alert,0,"Rupee depreciating fast: 5.7% (3m); Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.99)","Rupee depreciating fast: 5.7% (3m); Feature pattern far outside normal range (AE pct=0.88, Mahalanobis pct=0.99)"
2018-07-01,0.025,0.159,0.079,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-08-01,0.017,0.211,0.095,alert,0,"Rupee depreciating fast: 5.9% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Rupee depreciating fast: 5.9% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-09-01,0.058,0.211,0.119,alert,0,"Rupee depreciating fast: 5.4% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Rupee depreciating fast: 5.4% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-10-01,0.936,0.211,0.646,alert,0,"Rupee depreciating fast: 7.2% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Rupee depreciating fast: 7.2% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-11-01,0.434,0.16,0.324,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2018-12-01,0.54,0.16,0.388,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2019-01-01,0.867,0.158,0.583,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2019-02-01,0.95,0.152,0.631,alert,0,"Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.91)","Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.91)"
2019-03-01,0.075,0.156,0.107,alert,0,"Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.95)","Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.95)"
2019-04-01,0.08,0.147,0.107,alert,0,"Feature pattern far outside normal range (AE pct=0.89, Mahalanobis pct=0.94)","Feature pattern far outside normal range (AE pct=0.89, Mahalanobis pct=0.94)"
2019-05-01,0.015,0.16,0.073,watch,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2019-06-01,0.027,0.157,0.079,alert,0,"Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.97)","Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.97)"
2019-07-01,0.015,0.159,0.073,watch,1,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2019-08-01,0.092,0.213,0.141,alert,1,"IIP contracting: -1.4%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","IIP contracting: -1.4%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
